doc_id,V1,V2,V3,V4
NA,0.17484960181322817,-0.00506588499691529,0.8983041255554219,-0.36806006500446786
NA,0.0013206740499995004,-1.1612146660654273e-5,0.0036497061767540237,-0.0019195049401750969
NA,0.04323339640709677,-0.001403865794189368,0.19761374812854052,-0.08798524467289263
NA,0.44734876647500693,-0.003254800501314996,1.051443675909501,-0.4155210561675856
NA,0.10439236364029564,-0.004002035986040101,0.6637433792578554,0.033398079737145835
NA,0.10439236363903645,-0.0040020359860371045,0.6637433792561306,0.033398079738060735
NA,0.6293326152012599,-0.0014983368048489462,1.3502369030616546,-0.190398954811172
NA,0.15301951904337904,-0.005645793089171406,0.8528266529638204,-0.2717501158834282
NA,0.0858992820293672,-0.002490140931773641,0.41992581061751094,-0.16539280738849685
NA,0.0974220759890291,-0.004917189671245794,0.4864258870953651,-0.2174189147745315
NA,0.12838638852025103,-0.005909743201920116,1.0963414386271841,-1.3341924069702034
NA,0.20534397469605356,-0.005314671011364736,1.6164863736573836,-1.6718855819432337
NA,0.14689211333795812,-0.005625563571347664,0.8616037507989058,-0.3071027667059659
NA,0.037957538775589716,-0.0010217762856791063,0.19544946665121044,-0.05682665353661795
NA,0.0975564143243603,-0.005403025766126823,0.5267370121765373,-0.22756462510825834
NA,0.03253286658598315,-0.0011082596889092889,0.1656539846614549,-0.07611528907956197
NA,0.07546439994506096,-0.0033956033377372783,0.47340840780814375,-0.07750242504973105
NA,0.0389941363833622,-0.001389768414028088,0.18782732589582865,-0.08801636914176782
NA,0.050240106846527,-0.001971958514369688,0.23040040108567691,-0.09705002670753944
NA,0.10983700177237428,-0.0048184575140954155,0.6493821660977723,-0.21315863339227287
NA,0.1089789186544113,-0.006375422767944865,0.614709727166462,-0.2645283249504544
NA,0.08496496223518188,-0.00540972074972144,0.5421381248419442,0.1164717812073671
NA,0.07676883704954751,-0.0033940905441065547,0.5269422331372995,0.10672190199571469
NA,0.04792973268553007,-0.002881799368240564,0.2570591419745709,-0.1043511023523998
NA,0.10004195472218226,-0.0036060507313793616,0.5772693993231979,-0.2449686689240811
NA,0.0677165530789531,-0.003247320622497842,0.38558513745914424,-0.14884314561601522
NA,0.04086911072473383,-0.0021170640584641416,0.24336098255278063,-0.0817303286918219
NA,0.05306869388111829,-0.0026597859620000547,0.2815591829878249,-0.12793105388571013
